Event ID,Event Date,Brief Description,What Happened,Event Location,Latitude,Longitude,NZ Region,Where Happened,Sector,Number of Injured Persons,Vessel Class,Safety System,Country Flag,Gross Tonnage,Length Overall,Year of Build
EVT-5719,1/04/2024,Fatal accident during a commercial operation.,Person Overboard,Hawkes Bay,-39.81036335,177.1100199,Hawke's Bay,Inshore,Domestic Commercial,0,Trawler,MOSS,New Zealand,223,29,1979
EVT-5720,1/04/2024,Skipper of vessel observed travelling past other vessels at high speed and in close proximity.,Speeding,North/West of Kapiti Island,-40.80383333,174.7655357,Wellington,Inshore,Recreational,0,Pleasure Launch,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5725,1/04/2024,"Rescue vessel attended a sinking boat and rescued the occupants, the rescue vessel advised they exceeded the speed limit briefly whilst making their way to the vessel in distress.",Foundered,East of Brown's Island,-36.82988381,174.8619388,Auckland,In harbour,Recreational,0,Pleasure craft,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5726,1/04/2024,"Rescue vessel attended a sinking boat and rescued the occupants, the rescue vessel advised they exceeded the speed limit briefly whilst making their way to the vessel in distress.",Speeding,Tamaki River,-36.87713414,174.8889626,Auckland,River,Domestic Commercial,0,Patrol boat,MOSS,New Zealand,NULL,9.6,NULL
EVT-5737,1/04/2024,Skipper became disorientated and struck rock at the end of a reef. Skipper made their way back to port unassisted.,Grounding,"Reef off Wallaby Creek, Abel Tasman National Park",-40.86677977,173.062063,Tasman,Inshore,Domestic Commercial,0,Passenger Ferry,MOSS,New Zealand,NULL,7.49,2007
EVT-5748,1/04/2024,"IRB engine cut out in surf, driver attempted to restart but it cut out again. A wave then capsized the boat. There were no injuries or damage.",Capsize,Brighton Beach,-45.94691247,170.3359271,Otago,Inshore,Domestic Commercial,0,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-5740,2/04/2024,"During the arrival of a bulk carrier, a kayak tried to cross its path. The ship sounded its horn and the kayak retreated.",Near miss/close quarters,Marsden Point,-35.83479089,174.501445,Northland,In harbour,International Commercial,0,Bulk carrier,ISM,Panama,23494,180,2012
EVT-5741,2/04/2024,"Engine stopped on fishing launch, and power was lost to the reverse gear throttle. The boat then drifted into the concrete jetty pylon. There was no damage or injuries.",Propulsion failure,Waikawa Marina,-41.26708019,174.0382853,Marlborough,Marina/boat ramp,Domestic Commercial,0,Charter passenger vessel,MOSS,New Zealand,NULL,12.35,2013
EVT-5746,2/04/2024,Container ship on approach to NZ advised that one of their generators was non operational. The remaining three generators were all fully functioning.,Equipment failure,Inbetween Tonga and Cook Islands,-19.69391879,-166.2633614,Outside 200NM,Beyond Offshore,International Commercial,0,Container ship,ISM,Singapore,47877,NULL,NULL
EVT-5747,2/04/2024,Engine in jet boat failed and the cause was later found to be a broken crank. A replacement boat pulled alongside and passengers transferred across without incident.,Propulsion failure,"Arthurs Point, Shotover River",-44.98805979,168.6718471,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,5.5,NULL
EVT-5752,4/04/2024,Tanker on approach to NZ advised their vessel had a bridge navigation watch alarm system failure.,Equipment failure,Indonesia,1.672402976,141.2627175,Outside 200NM,Beyond Offshore,International Commercial,0,Tanker,ISM,Hong Kong,8045,NULL,NULL
EVT-5757,4/04/2024,"Container ship advised prior to port entry that they had equipment failures including one engine breakdown, and one generator out of service. Shore service team attended and a risk assessment was carried out prior to leaving previous port.",Propulsion failure,Singapore,-11.47649917,143.0698439,Outside 200NM,Beyond Offshore,International Commercial,0,Container ship,ISM,Singapore,73899,286.45,2009
EVT-5750,5/04/2024,"Barge went up onto the bank on the side of a channel, the barge backed up and proceeded to berth. There was no damage or injuries.",Contact,Helensville River,-36.6664621,174.447441,Auckland,River,Domestic Commercial,0,Dredger,MOSS,New Zealand,563,48.14,1981
EVT-5751,5/04/2024,Surge came through as vessel was departing berth and made contact with the hull of the ship anchored next to it. There was some minor damage and no injuries.,Contact,Tauranga Port,-37.64725269,176.1824112,Bay of Plenty,At berth,Domestic Commercial,0,Dive vessel,MOSS,New Zealand,NULL,5.95,NULL
EVT-5775,5/04/2024,"Vessel being delivered from overseas reported a loud thump and smoke coming from the emergency UPS battery room. Batteries had broken loose in rough weather, then shorted on the deck. There was no fire.",Equipment failure,"North of Indonesia, en route to NZ",NULL,NULL,Outside 200NM,Beyond Offshore,Domestic Commercial,0,Workboat,MOSS,New Zealand,493,NULL,2023
EVT-5753,6/04/2024,During testing on a cargo ship it was noted that the Reduction Gearbox oil temperature increased. The vessel was to remain at berth until the root cause was found and rectified.,Steering gear failure,Halsey Street Wharf,-36.83952725,174.7601422,Auckland,At berth,Domestic Commercial,0,Cargo ship,ISM,New Zealand,1653,NULL,2007
EVT-5755,6/04/2024,Jet boat became beached after a spin. There were no injuries or damage.,Grounding,"Tucker Beach, Shotover River",-44.98688815,168.7518386,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,5.5,2007
EVT-5756,6/04/2024,Jet ski overturned during a training of new crew on how to handle one in surf conditions. There were no injuries or damage.,Capsize,Castlepoint Beach,-40.898983,176.2230251,Wellington,Inshore,Domestic Commercial,0,Personal Water Craft,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5780,7/04/2024,"While returning from training exercise, one engine malfunctioned so had to return to berth on one engine.",Propulsion failure,Hawkes Bay,-39.42105326,176.9711711,Hawke's Bay,Inshore,Domestic Commercial,0,Workboat,MOSS,New Zealand,NULL,11.7,2009
EVT-5782,7/04/2024,Grounding of recreational vessel.  No environmental effects as spill was prevented.,Grounding,"South East Bay, Tuhua Island",-37.30684948,176.2471771,Bay of Plenty,Inshore,Recreational,0,Power Boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5749,8/04/2024,"Crew person was cutting bait and cut off tip of left thumb. Was taken into port and met by ambulance, treated at A&E and delivered back to fishing vessel.",Injury,Northeast of Christchurch,-43.38685556,173.4338574,12NM to 200NM,Coastal,Domestic Commercial,1,Trolling vessel,MOSS,New Zealand,NULL,13.53,1979
EVT-5754,8/04/2024,Whilst ship was shifting in the harbour a catamaran came through and passed across the head of the ship. Short and rapid blasts were sounded but the catamaran continued on.,Near miss/close quarters,Lyttelton Harbour,-43.60760326,172.7203506,Canterbury,In harbour,Recreational,0,Offshore service vessel,ISM,United States of America,6174,NULL,NULL
EVT-5754,8/04/2024,Whilst ship was shifting in the harbour a catamaran came through and passed across the head of the ship. Short and rapid blasts were sounded but the catamaran continued on.,Near miss/close quarters,Lyttelton Harbour,-43.60760326,172.7203506,Canterbury,In harbour,Recreational,0,Pleasure craft,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5770,8/04/2024,Longline fisherman got hook stuck in hand after the line got stuck. The hook was removed onboard and wound cleaned.,Injury,12 miles northeast of Kaka Point,-46.37381597,169.8442815,Otago,Inshore,Domestic Commercial,1,Cray/Rock Lobster vessel,MOSS,New Zealand,NULL,11.8,1987
EVT-5789,8/04/2024,"Vessel was coming into berth with a stronger than normal tidal current, the stern was pushed around and the boat made contact with another vessel. There were no injuries.",Contact,Whakatane Wharf,-37.94914879,177.002403,Bay of Plenty,River,Domestic Commercial,0,Aquaculture vessel,MOSS,New Zealand,NULL,23.9,2018
EVT-5763,9/04/2024,"After yacht crossed into the path of a bulk carrier, master tried unsuccessfully to sound ship's whistle. The pilot assisted in moving ship out of the channel and avoided a near miss.",Near miss/close quarters,Southeast of Marsden Point,-35.85102296,174.5151334,Northland,In harbour,International Commercial,0,Bulk carrier,ISM,Panama,26634,NULL,2023
EVT-5767,9/04/2024,A Stevedore climbing up the accommodation gangway hit their nose and face against a support beam. First aid was applied and stevedore was taken to medical centre by ambulance.,Injury,"Berth TCW1, CentrePort",-41.26981686,174.7874862,Wellington,At berth,International Commercial,1,Container ship,ISM,Marshall Islands,28592,NULL,2005
EVT-5765,10/04/2024,"Car ferry made contact with mooring dolphin whilst berthing, causing some damage to the vessels starboard belting.",Contact,"Sealink Terminal, Halfmoon Bay, Auckland",-36.87980866,174.8954099,Auckland,At berth,Domestic Commercial,0,Cargo ship,MOSS,New Zealand,482,46.02,2013
EVT-5766,10/04/2024,"Tanker's main generator shut down, and the fault was found to be with the Fuel Injection Pump Actuator. The vessel was operational but needed tug assistance until the fault was cleared.",Equipment failure,Port of Auckland,-35.83796508,174.5019818,Northland,In harbour,Domestic Commercial,0,Tanker,ISM,New Zealand,2747,79.9,2009
EVT-5787,10/04/2024,Jetboat hit shallow bar and ran aground. There was no damage or injuries.,Grounding,"Routeburn River mouth, Dart River",-44.73352258,168.3255652,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,7.3,NULL
EVT-5772,12/04/2024,"As passenger vessel was approaching berth the wind picked up and pushed the boat sideways, causing it to come in contact with wooden pilings and then into another vessel. There was minor damage to both vessels.",Contact,"Fresh Water Basin, Milford Sound",-44.66774314,167.9265074,Southland,In harbour,Domestic Commercial,0,Passenger Ferry,MOSS,New Zealand,582,34,2003
EVT-5772,12/04/2024,"As passenger vessel was approaching berth the wind picked up and pushed the boat sideways, causing it to come in contact with wooden pilings and then into another vessel. There was minor damage to both vessels.",Contact,"Fresh Water Basin, Milford Sound",-44.66774314,167.9265074,Southland,In harbour,Domestic Commercial,0,Workboat,MOSS,New Zealand,693,40,2000
EVT-5811,12/04/2024,"Crew member sustained a cut to their hand while processing fish product, requiring stitches performed by vessel medic.",Injury,Southern Pacific Ocean,-50.03652885,167.5916667,12NM to 200NM,Offshore,Domestic Commercial,1,Trawler,MOSS,New Zealand,1899,64.05,1990
EVT-5835,13/04/2024,"Whilst coming out of a gybe the helmsman put their foot on the edge of the boat and misjudged the width, their foot landed on the metal railing and the helmsman slipped and fell overboard.",Person Overboard,"National Keelboat Champs, Waitemata Harbour",-36.82564417,174.7065112,Auckland,In harbour,Domestic Commercial,0,Charter passenger vessel,MOSS,New Zealand,NULL,10.2,1990
EVT-5837,13/04/2024,"Two sailboats collided during a race, one was unable to bear away and the other did a fast gybe to try and avoid but it collided anyway. directly after one of the boats was doing a quick gybe and the jib hit a crew person pushing them into the water.",Collision,"National Keelboat Champs, Waitemata Harbour",-36.82564417,174.7065112,Auckland,In harbour,Domestic Commercial,0,Charter passenger vessel,MOSS,New Zealand,NULL,10.2,1990
EVT-5768,14/04/2024,Fatal recreational boating accident.,Person Overboard,"Urquharts Bay, Whangarei Heads",-35.84206048,174.5359532,Northland,Inshore,Recreational,0,Pleasure craft,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5798,14/04/2024,"Crew person in IRB fell out of boat during a turn and was subsequently hit by the boat, sustaining a laceration to the left side of their face.",Injury,Red Beach,174.710325,-36.60399462,Northland,Inshore,Domestic Commercial,1,Patrol boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5836,14/04/2024,Whilst gybing crew person stood up before the boom came down and was hit by it. Crew person was knocked unconscious.,Injury,"National Keelboat Champs, Waitemata Harbour",-36.82564417,174.7065112,Auckland,In harbour,Domestic Commercial,1,Charter passenger vessel,MOSS,New Zealand,NULL,10.2,1990
EVT-5839,15/04/2024,Container ship en route to New Zealand reported its GMDSS equipment power amplifier was not operational due to damaged capacitor and PCB card. Arrangement was made to replace once in port.,Equipment failure,"Offshore, North of NZ",-14.21274952,-179.9465677,Outside 200NM,Offshore,International Commercial,0,Container ship,ISM,Singapore,18123,NULL,NULL
EVT-5778,16/04/2024,Fishing vessel ran aground.  No injuries. Harbourmaster organised tugs for salvage.,Grounding,"The Noises, Auckland",-36.69299084,174.969308,Auckland,Inshore,International Commercial,0,NULL,ISM,Japan,408,NULL,NULL
EVT-5783,16/04/2024,"While vessel was turning, chief engineer requested reduced speed to slow ahead due to issues with the engine cooler. After a few minutes the engineer gave all clear to increase back to half ahead.",Propulsion failure,Tauranga,-37.30684948,176.2471771,Bay of Plenty,Inshore,International Commercial,0,NULL,ISM,Bahamas,13049,NULL,NULL
EVT-5790,16/04/2024,Starboard engine of passenger ferry lost power whilst making a turn to approach the terminal. Skipper radioed to all traffic and safely docked at another berth.,Propulsion failure,Birkenhead Ferry Terminal,-36.82286223,174.7343481,Auckland,In harbour,Domestic Commercial,0,Passenger/Freight Ferry,MOSS,New Zealand,NULL,NULL,2018
EVT-5791,16/04/2024,Pilot ladder substandard with loose chocks and chocks missing.,Pilot Ladder Standards,Tauranga,-37.6376349,176.2105155,Bay of Plenty,Inshore,International Commercial,0,NULL,ISM,Singapore,14276,NULL,NULL
EVT-5796,16/04/2024,Jetboat driver took wrong turn and beached.,Grounding,"Downstream of Power Poles, Dart river",-44.84860864,168.3815841,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,6,NULL
EVT-5795,17/04/2024,"During jetboat training the driver had difficulty getting the boat off the beach, causing it to drift towards the bridge pillar and making contact with it.",Contact,Dart River Bridge,-44.77365562,168.3263272,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,7.3,NULL
EVT-5797,17/04/2024,During jetboat training the boat was partially beached. Crew member disembarked and refloated the boat.,Grounding,"Top section Cathederals, Dart River",-44.57323344,168.3501898,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,6,NULL
EVT-5807,17/04/2024,"Vessel dragged anchor during the night and drifted onto a beach, the anchor watch alarm woke crew who called for assistance to tow. Vessel had superficial damage.",Grounding,"Glory Cover, Stewart Island",-46.96970689,168.1659769,Southland,In harbour,Domestic Commercial,0,Line fishing vessel,MOSS,New Zealand,45,19.81,1998
